"ImageId","OutputFile","Words","Combination","Character","Status","SelectionRule","SourceUrl"
"img-06945","assets/gallery/generated/img-06945.png","評估","ㄆㄧㄥˊ","評","待產生","每個目標字最多3張","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%86&SN2=%E3%84%86%E3%84%A7%E3%84%A5%CB%8A&word=%E8%A9%95"
"img-06946","assets/gallery/generated/img-06946.png","詛","ㄗㄨˇ","詛","待產生","每個目標字最多3張","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%97&SN2=%E3%84%97%E3%84%A8%CB%87&word=%E8%A9%9B"
"img-06947","assets/gallery/generated/img-06947.png","詛咒","ㄗㄨˇ","詛","待產生","每個目標字最多3張","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%97&SN2=%E3%84%97%E3%84%A8%CB%87&word=%E8%A9%9B"
"img-06948","assets/gallery/generated/img-06948.png","詞令","ㄘˊ","詞","待產生","每個目標字最多3張","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%98&SN2=%E3%84%98%CB%8A&word=%E8%A9%9E"
"img-06949","assets/gallery/generated/img-06949.png","詞句","ㄘˊ","詞","待產生","每個目標字最多3張","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%98&SN2=%E3%84%98%CB%8A&word=%E8%A9%9E"
"img-06950","assets/gallery/generated/img-06950.png","詞尾","ㄘˊ","詞","待產生","每個目標字最多3張","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%98&SN2=%E3%84%98%CB%8A&word=%E8%A9%9E"
"img-06951","assets/gallery/generated/img-06951.png","詠","ㄩㄥˇ","詠","待產生","每個目標字最多3張","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%A9&SN2=%E3%84%A9%E3%84%A5%CB%87&word=%E8%A9%A0"
"img-06952","assets/gallery/generated/img-06952.png","象牙","ㄒㄧㄤˋ","象","待產生","每個目標字最多3張","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A4%CB%8B&word=%E8%B1%A1"
"img-06953","assets/gallery/generated/img-06953.png","象形","ㄒㄧㄤˋ","象","待產生","每個目標字最多3張","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A4%CB%8B&word=%E8%B1%A1"
"img-06954","assets/gallery/generated/img-06954.png","象限","ㄒㄧㄤˋ","象","待產生","每個目標字最多3張","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%92&SN2=%E3%84%92%E3%84%A7%E3%84%A4%CB%8B&word=%E8%B1%A1"
"img-06955","assets/gallery/generated/img-06955.png","貂","ㄉㄧㄠ","貂","待產生","每個目標字最多3張","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%89&SN2=%E3%84%89%E3%84%A7%E3%84%A0&word=%E8%B2%82"
