"BaseSymbol","Combination","Character","SourceUrl"
"ㄊ","ㄊㄥˊ","籐","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A5%CB%8A#selectL"
"ㄊ","ㄊㄧ","剔","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7#selectL"
"ㄊ","ㄊㄧ","梯","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7#selectL"
"ㄊ","ㄊㄧ","踢","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7#selectL"
"ㄊ","ㄊㄧˇ","體","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%CB%87#selectL"
"ㄊ","ㄊㄧˊ","啼","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%CB%8A#selectL"
"ㄊ","ㄊㄧˊ","堤","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%CB%8A#selectL"
"ㄊ","ㄊㄧˊ","提","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%CB%8A#selectL"
"ㄊ","ㄊㄧˊ","隄","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%CB%8A#selectL"
"ㄊ","ㄊㄧˊ","緹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%CB%8A#selectL"
"ㄊ","ㄊㄧˊ","蹄","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%CB%8A#selectL"
"ㄊ","ㄊㄧˊ","醍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%CB%8A#selectL"
"ㄊ","ㄊㄧˊ","題","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%CB%8A#selectL"
"ㄊ","ㄊㄧˊ","鵜","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%CB%8A#selectL"
"ㄊ","ㄊㄧˋ","弟","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%CB%8B#selectL"
"ㄊ","ㄊㄧˋ","剃","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%8A&SN2=%E3%84%8A%E3%84%A7%CB%8B#selectL"
