"BaseSymbol","Combination","Character","SourceUrl"
"ㄅ","˙ㄅㄚ","吧","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%CB%99%E3%84%85%E3%84%9A#selectL"
"ㄅ","˙ㄅㄚ","罷","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%CB%99%E3%84%85%E3%84%9A#selectL"
"ㄅ","ㄅㄚ","八","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A#selectL"
"ㄅ","ㄅㄚ","巴","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A#selectL"
"ㄅ","ㄅㄚ","叭","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A#selectL"
"ㄅ","ㄅㄚ","扒","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A#selectL"
"ㄅ","ㄅㄚ","吧","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A#selectL"
"ㄅ","ㄅㄚ","芭","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A#selectL"
"ㄅ","ㄅㄚ","峇","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A#selectL"
"ㄅ","ㄅㄚ","疤","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A#selectL"
"ㄅ","ㄅㄚ","捌","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A#selectL"
"ㄅ","ㄅㄚ","笆","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A#selectL"
"ㄅ","ㄅㄚ","粑","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A#selectL"
"ㄅ","ㄅㄚˇ","把","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%87#selectL"
"ㄅ","ㄅㄚˇ","靶","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%87#selectL"
"ㄅ","ㄅㄚˊ","拔","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8A#selectL"
"ㄅ","ㄅㄚˊ","跋","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8A#selectL"
"ㄅ","ㄅㄚˊ","鈸","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8A#selectL"
"ㄅ","ㄅㄚˋ","伯","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8B#selectL"
"ㄅ","ㄅㄚˋ","把","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8B#selectL"
"ㄅ","ㄅㄚˋ","爸","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8B#selectL"
"ㄅ","ㄅㄚˋ","罷","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8B#selectL"
"ㄅ","ㄅㄚˋ","霸","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8B#selectL"
"ㄅ","ㄅㄚˋ","壩","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9A%CB%8B#selectL"
"ㄅ","ㄅㄛ","波","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B#selectL"
"ㄅ","ㄅㄛ","玻","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B#selectL"
"ㄅ","ㄅㄛ","剝","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B#selectL"
"ㄅ","ㄅㄛ","砵","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B#selectL"
"ㄅ","ㄅㄛ","般","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B#selectL"
"ㄅ","ㄅㄛ","缽","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B#selectL"
"ㄅ","ㄅㄛ","菠","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B#selectL"
"ㄅ","ㄅㄛ","撥","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B#selectL"
"ㄅ","ㄅㄛ","餑","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B#selectL"
"ㄅ","ㄅㄛˇ","跛","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%87#selectL"
"ㄅ","ㄅㄛˇ","簸","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%87#selectL"
"ㄅ","ㄅㄛˊ","百","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","伯","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","帛","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","泊","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","勃","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","柏","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","悖","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","脖","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","舶","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","博","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","渤","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","搏","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","鉑","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","箔","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","膊","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","駁","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","蔔","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","薄","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˊ","礴","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8A#selectL"
"ㄅ","ㄅㄛˋ","播","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8B#selectL"
"ㄅ","ㄅㄛˋ","擘","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8B#selectL"
"ㄅ","ㄅㄛˋ","薄","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8B#selectL"
"ㄅ","ㄅㄛˋ","簸","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9B%CB%8B#selectL"
"ㄅ","ㄅㄞ","掰","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E#selectL"
"ㄅ","ㄅㄞˇ","百","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%87#selectL"
"ㄅ","ㄅㄞˇ","佰","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%87#selectL"
"ㄅ","ㄅㄞˇ","擺","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%87#selectL"
"ㄅ","ㄅㄞˇ","襬","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%87#selectL"
"ㄅ","ㄅㄞˊ","白","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%8A#selectL"
"ㄅ","ㄅㄞˋ","拜","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%8B#selectL"
"ㄅ","ㄅㄞˋ","唄","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%8B#selectL"
"ㄅ","ㄅㄞˋ","敗","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%8B#selectL"
"ㄅ","ㄅㄞˋ","稗","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9E%CB%8B#selectL"
"ㄅ","ㄅㄟ","卑","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F#selectL"
"ㄅ","ㄅㄟ","杯","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F#selectL"
"ㄅ","ㄅㄟ","盃","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F#selectL"
"ㄅ","ㄅㄟ","背","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F#selectL"
"ㄅ","ㄅㄟ","埤","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F#selectL"
"ㄅ","ㄅㄟ","悲","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F#selectL"
"ㄅ","ㄅㄟ","揹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F#selectL"
"ㄅ","ㄅㄟ","碑","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F#selectL"
"ㄅ","ㄅㄟˇ","北","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%87#selectL"
"ㄅ","ㄅㄟˋ","貝","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B#selectL"
"ㄅ","ㄅㄟˋ","背","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B#selectL"
"ㄅ","ㄅㄟˋ","倍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B#selectL"
"ㄅ","ㄅㄟˋ","悖","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B#selectL"
"ㄅ","ㄅㄟˋ","狽","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B#selectL"
"ㄅ","ㄅㄟˋ","被","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B#selectL"
"ㄅ","ㄅㄟˋ","備","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B#selectL"
"ㄅ","ㄅㄟˋ","焙","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B#selectL"
"ㄅ","ㄅㄟˋ","蓓","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B#selectL"
"ㄅ","ㄅㄟˋ","輩","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B#selectL"
"ㄅ","ㄅㄟˋ","憊","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%9F%CB%8B#selectL"
"ㄅ","ㄅㄠ","包","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0#selectL"
"ㄅ","ㄅㄠ","孢","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0#selectL"
"ㄅ","ㄅㄠ","炮","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0#selectL"
"ㄅ","ㄅㄠ","胞","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0#selectL"
"ㄅ","ㄅㄠ","苞","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0#selectL"
"ㄅ","ㄅㄠ","煲","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0#selectL"
"ㄅ","ㄅㄠ","褒","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0#selectL"
"ㄅ","ㄅㄠˇ","保","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%87#selectL"
"ㄅ","ㄅㄠˇ","堡","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%87#selectL"
"ㄅ","ㄅㄠˇ","葆","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%87#selectL"
"ㄅ","ㄅㄠˇ","飽","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%87#selectL"
"ㄅ","ㄅㄠˇ","褓","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%87#selectL"
"ㄅ","ㄅㄠˇ","鴇","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%87#selectL"
"ㄅ","ㄅㄠˇ","寶","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%87#selectL"
"ㄅ","ㄅㄠˊ","雹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8A#selectL"
"ㄅ","ㄅㄠˋ","刨","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B#selectL"
"ㄅ","ㄅㄠˋ","抱","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B#selectL"
"ㄅ","ㄅㄠˋ","豹","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B#selectL"
"ㄅ","ㄅㄠˋ","趵","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B#selectL"
"ㄅ","ㄅㄠˋ","報","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B#selectL"
"ㄅ","ㄅㄠˋ","鉋","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B#selectL"
"ㄅ","ㄅㄠˋ","暴","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B#selectL"
"ㄅ","ㄅㄠˋ","鮑","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B#selectL"
"ㄅ","ㄅㄠˋ","爆","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A0%CB%8B#selectL"
"ㄅ","ㄅㄢ","扳","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2#selectL"
"ㄅ","ㄅㄢ","班","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2#selectL"
"ㄅ","ㄅㄢ","般","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2#selectL"
"ㄅ","ㄅㄢ","斑","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2#selectL"
"ㄅ","ㄅㄢ","搬","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2#selectL"
"ㄅ","ㄅㄢ","頒","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2#selectL"
"ㄅ","ㄅㄢˇ","阪","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%87#selectL"
"ㄅ","ㄅㄢˇ","板","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%87#selectL"
"ㄅ","ㄅㄢˇ","版","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%87#selectL"
"ㄅ","ㄅㄢˇ","舨","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%87#selectL"
"ㄅ","ㄅㄢˇ","鈑","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%87#selectL"
"ㄅ","ㄅㄢˇ","闆","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%87#selectL"
"ㄅ","ㄅㄢˋ","半","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%8B#selectL"
"ㄅ","ㄅㄢˋ","伴","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%8B#selectL"
"ㄅ","ㄅㄢˋ","扮","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%8B#selectL"
"ㄅ","ㄅㄢˋ","拌","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%8B#selectL"
"ㄅ","ㄅㄢˋ","絆","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%8B#selectL"
"ㄅ","ㄅㄢˋ","辦","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%8B#selectL"
"ㄅ","ㄅㄢˋ","瓣","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A2%CB%8B#selectL"
"ㄅ","ㄅㄣ","奔","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A3#selectL"
"ㄅ","ㄅㄣ","賁","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A3#selectL"
"ㄅ","ㄅㄣˇ","本","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A3%CB%87#selectL"
"ㄅ","ㄅㄣˇ","苯","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A3%CB%87#selectL"
"ㄅ","ㄅㄣˇ","畚","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A3%CB%87#selectL"
"ㄅ","ㄅㄣˋ","笨","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A3%CB%8B#selectL"
"ㄅ","ㄅㄤ","邦","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4#selectL"
"ㄅ","ㄅㄤ","梆","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4#selectL"
"ㄅ","ㄅㄤ","傍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4#selectL"
"ㄅ","ㄅㄤ","幫","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4#selectL"
"ㄅ","ㄅㄤˇ","綁","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4%CB%87#selectL"
"ㄅ","ㄅㄤˇ","榜","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4%CB%87#selectL"
"ㄅ","ㄅㄤˇ","膀","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4%CB%87#selectL"
"ㄅ","ㄅㄤˋ","旁","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4%CB%8B#selectL"
"ㄅ","ㄅㄤˋ","蚌","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4%CB%8B#selectL"
"ㄅ","ㄅㄤˋ","傍","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4%CB%8B#selectL"
"ㄅ","ㄅㄤˋ","棒","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4%CB%8B#selectL"
"ㄅ","ㄅㄤˋ","膀","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4%CB%8B#selectL"
"ㄅ","ㄅㄤˋ","蒡","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4%CB%8B#selectL"
"ㄅ","ㄅㄤˋ","磅","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4%CB%8B#selectL"
"ㄅ","ㄅㄤˋ","謗","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4%CB%8B#selectL"
"ㄅ","ㄅㄤˋ","鎊","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A4%CB%8B#selectL"
"ㄅ","ㄅㄥ","崩","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A5#selectL"
"ㄅ","ㄅㄥ","繃","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A5#selectL"
"ㄅ","ㄅㄥˇ","繃","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A5%CB%87#selectL"
"ㄅ","ㄅㄥˊ","甭","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A5%CB%8A#selectL"
"ㄅ","ㄅㄥˋ","泵","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A5%CB%8B#selectL"
"ㄅ","ㄅㄥˋ","迸","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A5%CB%8B#selectL"
"ㄅ","ㄅㄥˋ","榜","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A5%CB%8B#selectL"
"ㄅ","ㄅㄥˋ","繃","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A5%CB%8B#selectL"
"ㄅ","ㄅㄥˋ","蹦","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A5%CB%8B#selectL"
"ㄅ","ㄅㄧ","逼","https://dict.concised.moe.edu.tw/searchP.jsp?SN=%E3%84%85&SN2=%E3%84%85%E3%84%A7#selectL"
